,country,date,accumulated_confirmed,increase_of_confirmed
667,Bulgaria,2020-03-20,127,33.0
668,Bulgaria,2020-03-21,163,36.0
669,Bulgaria,2020-03-22,187,24.0
670,Bulgaria,2020-03-23,201,14.0
671,Bulgaria,2020-03-24,218,17.0
672,Bulgaria,2020-03-25,242,24.0
673,Bulgaria,2020-03-26,264,22.0
674,Bulgaria,2020-03-27,293,29.0
675,Burkina Faso,2020-03-01,0,0.0
676,Burkina Faso,2020-03-02,0,0.0
677,Burkina Faso,2020-03-03,0,0.0
678,Burkina Faso,2020-03-04,0,0.0
679,Burkina Faso,2020-03-05,0,0.0
680,Burkina Faso,2020-03-06,0,0.0
681,Burkina Faso,2020-03-07,0,0.0
682,Burkina Faso,2020-03-08,0,0.0
683,Burkina Faso,2020-03-09,0,0.0
684,Burkina Faso,2020-03-10,1,1.0
685,Burkina Faso,2020-03-11,2,1.0
686,Burkina Faso,2020-03-12,2,0.0
687,Burkina Faso,2020-03-13,2,0.0
688,Burkina Faso,2020-03-14,2,0.0
689,Burkina Faso,2020-03-15,3,1.0
690,Burkina Faso,2020-03-16,15,12.0
691,Burkina Faso,2020-03-17,15,0.0
692,Burkina Faso,2020-03-18,20,5.0
693,Burkina Faso,2020-03-19,33,13.0
694,Burkina Faso,2020-03-20,40,7.0
695,Burkina Faso,2020-03-21,64,24.0
696,Burkina Faso,2020-03-22,75,11.0
697,Burkina Faso,2020-03-23,99,24.0
698,Burkina Faso,2020-03-24,114,15.0
699,Burkina Faso,2020-03-25,146,32.0
700,Burkina Faso,2020-03-26,152,6.0
701,Burkina Faso,2020-03-27,180,28.0
702,Burma,2020-03-01,0,0.0
703,Burma,2020-03-02,0,0.0
704,Burma,2020-03-03,0,0.0
705,Burma,2020-03-04,0,0.0
706,Burma,2020-03-05,0,0.0
707,Burma,2020-03-06,0,0.0
708,Burma,2020-03-07,0,0.0
709,Burma,2020-03-08,0,0.0
710,Burma,2020-03-09,0,0.0
711,Burma,2020-03-10,0,0.0
712,Burma,2020-03-11,0,0.0
713,Burma,2020-03-12,0,0.0
714,Burma,2020-03-13,0,0.0
715,Burma,2020-03-14,0,0.0
716,Burma,2020-03-15,0,0.0
717,Burma,2020-03-16,0,0.0
718,Burma,2020-03-17,0,0.0
719,Burma,2020-03-18,0,0.0
720,Burma,2020-03-19,0,0.0
721,Burma,2020-03-20,0,0.0
722,Burma,2020-03-21,0,0.0
723,Burma,2020-03-22,0,0.0
724,Burma,2020-03-23,0,0.0
725,Burma,2020-03-24,0,0.0
726,Burma,2020-03-25,0,0.0
727,Burma,2020-03-26,0,0.0
728,Burma,2020-03-27,8,8.0
729,Cabo Verde,2020-03-01,0,0.0
730,Cabo Verde,2020-03-02,0,0.0
731,Cabo Verde,2020-03-03,0,0.0
732,Cabo Verde,2020-03-04,0,0.0
733,Cabo Verde,2020-03-05,0,0.0
734,Cabo Verde,2020-03-06,0,0.0
735,Cabo Verde,2020-03-07,0,0.0
736,Cabo Verde,2020-03-08,0,0.0
737,Cabo Verde,2020-03-09,0,0.0
738,Cabo Verde,2020-03-10,0,0.0
739,Cabo Verde,2020-03-11,0,0.0
740,Cabo Verde,2020-03-12,0,0.0
741,Cabo Verde,2020-03-13,0,0.0
742,Cabo Verde,2020-03-14,0,0.0
743,Cabo Verde,2020-03-15,0,0.0
744,Cabo Verde,2020-03-16,0,0.0
745,Cabo Verde,2020-03-17,0,0.0
746,Cabo Verde,2020-03-18,0,0.0
747,Cabo Verde,2020-03-19,0,0.0
748,Cabo Verde,2020-03-20,1,1.0
749,Cabo Verde,2020-03-21,3,2.0
750,Cabo Verde,2020-03-22,3,0.0
751,Cabo Verde,2020-03-23,3,0.0
752,Cabo Verde,2020-03-24,3,0.0
753,Cabo Verde,2020-03-25,4,1.0
754,Cabo Verde,2020-03-26,4,0.0
755,Cabo Verde,2020-03-27,5,1.0
756,Cambodia,2020-03-01,1,0.0
757,Cambodia,2020-03-02,1,0.0
758,Cambodia,2020-03-03,1,0.0
759,Cambodia,2020-03-04,1,0.0
760,Cambodia,2020-03-05,1,0.0
761,Cambodia,2020-03-06,1,0.0
762,Cambodia,2020-03-07,1,0.0
763,Cambodia,2020-03-08,2,1.0
764,Cambodia,2020-03-09,2,0.0
765,Cambodia,2020-03-10,2,0.0
766,Cambodia,2020-03-11,3,1.0
767,Cambodia,2020-03-12,3,0.0
768,Cambodia,2020-03-13,5,2.0
769,Cambodia,2020-03-14,7,2.0
770,Cambodia,2020-03-15,7,0.0
771,Cambodia,2020-03-16,7,0.0
772,Cambodia,2020-03-17,33,26.0
773,Cambodia,2020-03-18,35,2.0
774,Cambodia,2020-03-19,37,2.0
775,Cambodia,2020-03-20,51,14.0
776,Cambodia,2020-03-21,53,2.0
777,Cambodia,2020-03-22,84,31.0
778,Cambodia,2020-03-23,87,3.0
779,Cambodia,2020-03-24,91,4.0
780,Cambodia,2020-03-25,96,5.0
781,Cambodia,2020-03-26,96,0.0
782,Cambodia,2020-03-27,99,3.0
783,Cameroon,2020-03-01,0,0.0
784,Cameroon,2020-03-02,0,0.0
785,Cameroon,2020-03-03,0,0.0
786,Cameroon,2020-03-04,0,0.0
787,Cameroon,2020-03-05,0,0.0
788,Cameroon,2020-03-06,1,1.0
789,Cameroon,2020-03-07,1,0.0
790,Cameroon,2020-03-08,2,1.0
791,Cameroon,2020-03-09,2,0.0
792,Cameroon,2020-03-10,2,0.0
793,Cameroon,2020-03-11,2,0.0
794,Cameroon,2020-03-12,2,0.0
795,Cameroon,2020-03-13,2,0.0
796,Cameroon,2020-03-14,2,0.0
797,Cameroon,2020-03-15,2,0.0
798,Cameroon,2020-03-16,4,2.0
799,Cameroon,2020-03-17,10,6.0
800,Cameroon,2020-03-18,10,0.0
801,Cameroon,2020-03-19,13,3.0
802,Cameroon,2020-03-20,20,7.0
803,Cameroon,2020-03-21,27,7.0
804,Cameroon,2020-03-22,40,13.0
805,Cameroon,2020-03-23,56,16.0
806,Cameroon,2020-03-24,66,10.0
807,Cameroon,2020-03-25,75,9.0
808,Cameroon,2020-03-26,75,0.0
809,Cameroon,2020-03-27,91,16.0
810,Canada,2020-03-01,24,0.0
811,Canada,2020-03-02,27,3.0
812,Canada,2020-03-03,30,3.0
813,Canada,2020-03-04,33,3.0
814,Canada,2020-03-05,37,4.0
815,Canada,2020-03-06,49,12.0
816,Canada,2020-03-07,54,5.0
817,Canada,2020-03-08,64,10.0
818,Canada,2020-03-09,77,13.0
819,Canada,2020-03-10,79,2.0
820,Canada,2020-03-11,108,29.0
821,Canada,2020-03-12,117,9.0
822,Canada,2020-03-13,193,76.0
823,Canada,2020-03-14,198,5.0
824,Canada,2020-03-15,252,54.0
825,Canada,2020-03-16,415,163.0
826,Canada,2020-03-17,478,63.0
827,Canada,2020-03-18,657,179.0
828,Canada,2020-03-19,800,143.0
829,Canada,2020-03-20,943,143.0
830,Canada,2020-03-21,1277,334.0
831,Canada,2020-03-22,1469,192.0
832,Canada,2020-03-23,2088,619.0
833,Canada,2020-03-24,2790,702.0
834,Canada,2020-03-25,3251,461.0
835,Canada,2020-03-26,4042,791.0
836,Canada,2020-03-27,4682,640.0
837,Central African Republic,2020-03-01,0,0.0
838,Central African Republic,2020-03-02,0,0.0
839,Central African Republic,2020-03-03,0,0.0
840,Central African Republic,2020-03-04,0,0.0
841,Central African Republic,2020-03-05,0,0.0
842,Central African Republic,2020-03-06,0,0.0
843,Central African Republic,2020-03-07,0,0.0
844,Central African Republic,2020-03-08,0,0.0
845,Central African Republic,2020-03-09,0,0.0
846,Central African Republic,2020-03-10,0,0.0
847,Central African Republic,2020-03-11,0,0.0
848,Central African Republic,2020-03-12,0,0.0
849,Central African Republic,2020-03-13,0,0.0
850,Central African Republic,2020-03-14,0,0.0
851,Central African Republic,2020-03-15,1,1.0
852,Central African Republic,2020-03-16,1,0.0
853,Central African Republic,2020-03-17,1,0.0
854,Central African Republic,2020-03-18,1,0.0
855,Central African Republic,2020-03-19,1,0.0
856,Central African Republic,2020-03-20,3,2.0
857,Central African Republic,2020-03-21,3,0.0
858,Central African Republic,2020-03-22,3,0.0
859,Central African Republic,2020-03-23,3,0.0
860,Central African Republic,2020-03-24,3,0.0
861,Central African Republic,2020-03-25,3,0.0
862,Central African Republic,2020-03-26,3,0.0
863,Central African Republic,2020-03-27,3,0.0
864,Chad,2020-03-01,0,0.0
865,Chad,2020-03-02,0,0.0
866,Chad,2020-03-03,0,0.0
867,Chad,2020-03-04,0,0.0
868,Chad,2020-03-05,0,0.0
869,Chad,2020-03-06,0,0.0
870,Chad,2020-03-07,0,0.0
871,Chad,2020-03-08,0,0.0
872,Chad,2020-03-09,0,0.0
873,Chad,2020-03-10,0,0.0
874,Chad,2020-03-11,0,0.0
875,Chad,2020-03-12,0,0.0
876,Chad,2020-03-13,0,0.0
877,Chad,2020-03-14,0,0.0
878,Chad,2020-03-15,0,0.0
879,Chad,2020-03-16,0,0.0
880,Chad,2020-03-17,0,0.0
881,Chad,2020-03-18,0,0.0
882,Chad,2020-03-19,1,1.0
883,Chad,2020-03-20,1,0.0
884,Chad,2020-03-21,1,0.0
885,Chad,2020-03-22,1,0.0
886,Chad,2020-03-23,1,0.0
887,Chad,2020-03-24,3,2.0
888,Chad,2020-03-25,3,0.0
889,Chad,2020-03-26,3,0.0
890,Chad,2020-03-27,3,0.0
891,Chile,2020-03-01,0,0.0
892,Chile,2020-03-02,0,0.0
893,Chile,2020-03-03,1,1.0
894,Chile,2020-03-04,1,0.0
895,Chile,2020-03-05,4,3.0
896,Chile,2020-03-06,4,0.0
897,Chile,2020-03-07,4,0.0
898,Chile,2020-03-08,8,4.0
899,Chile,2020-03-09,8,0.0
900,Chile,2020-03-10,13,5.0
901,Chile,2020-03-11,23,10.0
902,Chile,2020-03-12,23,0.0
903,Chile,2020-03-13,43,20.0
904,Chile,2020-03-14,61,18.0
905,Chile,2020-03-15,74,13.0
906,Chile,2020-03-16,155,81.0
907,Chile,2020-03-17,201,46.0
908,Chile,2020-03-18,238,37.0
909,Chile,2020-03-19,238,0.0
910,Chile,2020-03-20,434,196.0
911,Chile,2020-03-21,537,103.0
912,Chile,2020-03-22,632,95.0
913,Chile,2020-03-23,746,114.0
914,Chile,2020-03-24,922,176.0
915,Chile,2020-03-25,1142,220.0
916,Chile,2020-03-26,1306,164.0
917,Chile,2020-03-27,1610,304.0
918,China,2020-03-01,79932,0.0
919,China,2020-03-02,80136,204.0
920,China,2020-03-03,80261,125.0
921,China,2020-03-04,80386,125.0
922,China,2020-03-05,80537,151.0
923,China,2020-03-06,80690,153.0
924,China,2020-03-07,80770,80.0
925,China,2020-03-08,80823,53.0
926,China,2020-03-09,80860,37.0
927,China,2020-03-10,80887,27.0
928,China,2020-03-11,80921,34.0
929,China,2020-03-12,80932,11.0
930,China,2020-03-13,80945,13.0
931,China,2020-03-14,80977,32.0
932,China,2020-03-15,81003,26.0
933,China,2020-03-16,81033,30.0
934,China,2020-03-17,81058,25.0
935,China,2020-03-18,81102,44.0
936,China,2020-03-19,81156,54.0
937,China,2020-03-20,81250,94.0
938,China,2020-03-21,81305,55.0
939,China,2020-03-22,81435,130.0
940,China,2020-03-23,81498,63.0
941,China,2020-03-24,81591,93.0
942,China,2020-03-25,81661,70.0
943,China,2020-03-26,81782,121.0
944,China,2020-03-27,81897,115.0
945,Colombia,2020-03-01,0,0.0
946,Colombia,2020-03-02,0,0.0
947,Colombia,2020-03-03,0,0.0
948,Colombia,2020-03-04,0,0.0
949,Colombia,2020-03-05,0,0.0
950,Colombia,2020-03-06,1,1.0
951,Colombia,2020-03-07,1,0.0
952,Colombia,2020-03-08,1,0.0
953,Colombia,2020-03-09,1,0.0
954,Colombia,2020-03-10,3,2.0
955,Colombia,2020-03-11,9,6.0
956,Colombia,2020-03-12,9,0.0
957,Colombia,2020-03-13,13,4.0
958,Colombia,2020-03-14,22,9.0
959,Colombia,2020-03-15,34,12.0
960,Colombia,2020-03-16,54,20.0
961,Colombia,2020-03-17,65,11.0
962,Colombia,2020-03-18,93,28.0
963,Colombia,2020-03-19,102,9.0
964,Colombia,2020-03-20,128,26.0
965,Colombia,2020-03-21,196,68.0
966,Colombia,2020-03-22,231,35.0
967,Colombia,2020-03-23,277,46.0
968,Colombia,2020-03-24,378,101.0
969,Colombia,2020-03-25,470,92.0
970,Colombia,2020-03-26,491,21.0
971,Colombia,2020-03-27,539,48.0
972,Congo (Brazzaville),2020-03-01,0,0.0
973,Congo (Brazzaville),2020-03-02,0,0.0
974,Congo (Brazzaville),2020-03-03,0,0.0
975,Congo (Brazzaville),2020-03-04,0,0.0
976,Congo (Brazzaville),2020-03-05,0,0.0
977,Congo (Brazzaville),2020-03-06,0,0.0
978,Congo (Brazzaville),2020-03-07,0,0.0
979,Congo (Brazzaville),2020-03-08,0,0.0
980,Congo (Brazzaville),2020-03-09,0,0.0
981,Congo (Brazzaville),2020-03-10,0,0.0
982,Congo (Brazzaville),2020-03-11,0,0.0
983,Congo (Brazzaville),2020-03-12,0,0.0
984,Congo (Brazzaville),2020-03-13,0,0.0
985,Congo (Brazzaville),2020-03-14,0,0.0
986,Congo (Brazzaville),2020-03-15,1,1.0
987,Congo (Brazzaville),2020-03-16,1,0.0
988,Congo (Brazzaville),2020-03-17,1,0.0
989,Congo (Brazzaville),2020-03-18,1,0.0
990,Congo (Brazzaville),2020-03-19,3,2.0
991,Congo (Brazzaville),2020-03-20,3,0.0
992,Congo (Brazzaville),2020-03-21,3,0.0
993,Congo (Brazzaville),2020-03-22,3,0.0
994,Congo (Brazzaville),2020-03-23,4,1.0
995,Congo (Brazzaville),2020-03-24,4,0.0
996,Congo (Brazzaville),2020-03-25,4,0.0
997,Congo (Brazzaville),2020-03-26,4,0.0
998,Congo (Brazzaville),2020-03-27,4,0.0
999,Congo (Kinshasa),2020-03-01,0,0.0
1000,Congo (Kinshasa),2020-03-02,0,0.0
1001,Congo (Kinshasa),2020-03-03,0,0.0
1002,Congo (Kinshasa),2020-03-04,0,0.0
1003,Congo (Kinshasa),2020-03-05,0,0.0
1004,Congo (Kinshasa),2020-03-06,0,0.0
1005,Congo (Kinshasa),2020-03-07,0,0.0
1006,Congo (Kinshasa),2020-03-08,0,0.0
1007,Congo (Kinshasa),2020-03-09,0,0.0
1008,Congo (Kinshasa),2020-03-10,0,0.0
1009,Congo (Kinshasa),2020-03-11,1,1.0
1010,Congo (Kinshasa),2020-03-12,1,0.0
1011,Congo (Kinshasa),2020-03-13,2,1.0
1012,Congo (Kinshasa),2020-03-14,2,0.0
1013,Congo (Kinshasa),2020-03-15,2,0.0
1014,Congo (Kinshasa),2020-03-16,2,0.0
1015,Congo (Kinshasa),2020-03-17,3,1.0
1016,Congo (Kinshasa),2020-03-18,4,1.0
1017,Congo (Kinshasa),2020-03-19,14,10.0
1018,Congo (Kinshasa),2020-03-20,18,4.0
1019,Congo (Kinshasa),2020-03-21,23,5.0
1020,Congo (Kinshasa),2020-03-22,30,7.0
1021,Congo (Kinshasa),2020-03-23,36,6.0
1022,Congo (Kinshasa),2020-03-24,45,9.0
1023,Congo (Kinshasa),2020-03-25,48,3.0
1024,Congo (Kinshasa),2020-03-26,51,3.0
1025,Congo (Kinshasa),2020-03-27,51,0.0
1026,Costa Rica,2020-03-01,0,0.0
1027,Costa Rica,2020-03-02,0,0.0
1028,Costa Rica,2020-03-03,0,0.0
1029,Costa Rica,2020-03-04,0,0.0
1030,Costa Rica,2020-03-05,0,0.0
1031,Costa Rica,2020-03-06,1,1.0
1032,Costa Rica,2020-03-07,1,0.0
1033,Costa Rica,2020-03-08,5,4.0
1034,Costa Rica,2020-03-09,9,4.0
1035,Costa Rica,2020-03-10,9,0.0
1036,Costa Rica,2020-03-11,13,4.0
1037,Costa Rica,2020-03-12,22,9.0
1038,Costa Rica,2020-03-13,23,1.0
1039,Costa Rica,2020-03-14,26,3.0
1040,Costa Rica,2020-03-15,27,1.0
1041,Costa Rica,2020-03-16,35,8.0
1042,Costa Rica,2020-03-17,41,6.0
1043,Costa Rica,2020-03-18,50,9.0
1044,Costa Rica,2020-03-19,69,19.0
1045,Costa Rica,2020-03-20,89,20.0
1046,Costa Rica,2020-03-21,117,28.0
1047,Costa Rica,2020-03-22,134,17.0
1048,Costa Rica,2020-03-23,158,24.0
1049,Costa Rica,2020-03-24,177,19.0
1050,Costa Rica,2020-03-25,201,24.0
1051,Costa Rica,2020-03-26,231,30.0
1052,Costa Rica,2020-03-27,263,32.0
1053,Cote d'Ivoire,2020-03-01,0,0.0
1054,Cote d'Ivoire,2020-03-02,0,0.0
1055,Cote d'Ivoire,2020-03-03,0,0.0
1056,Cote d'Ivoire,2020-03-04,0,0.0
1057,Cote d'Ivoire,2020-03-05,0,0.0
1058,Cote d'Ivoire,2020-03-06,0,0.0
1059,Cote d'Ivoire,2020-03-07,0,0.0
1060,Cote d'Ivoire,2020-03-08,0,0.0
1061,Cote d'Ivoire,2020-03-09,0,0.0
1062,Cote d'Ivoire,2020-03-10,0,0.0
1063,Cote d'Ivoire,2020-03-11,1,1.0
1064,Cote d'Ivoire,2020-03-12,1,0.0
1065,Cote d'Ivoire,2020-03-13,1,0.0
1066,Cote d'Ivoire,2020-03-14,1,0.0
1067,Cote d'Ivoire,2020-03-15,1,0.0
1068,Cote d'Ivoire,2020-03-16,1,0.0
1069,Cote d'Ivoire,2020-03-17,5,4.0
1070,Cote d'Ivoire,2020-03-18,6,1.0
1071,Cote d'Ivoire,2020-03-19,9,3.0
1072,Cote d'Ivoire,2020-03-20,9,0.0
1073,Cote d'Ivoire,2020-03-21,14,5.0
1074,Cote d'Ivoire,2020-03-22,14,0.0
1075,Cote d'Ivoire,2020-03-23,25,11.0
1076,Cote d'Ivoire,2020-03-24,73,48.0
1077,Cote d'Ivoire,2020-03-25,80,7.0
1078,Cote d'Ivoire,2020-03-26,96,16.0
1079,Cote d'Ivoire,2020-03-27,101,5.0
1080,Croatia,2020-03-01,7,0.0
1081,Croatia,2020-03-02,7,0.0
1082,Croatia,2020-03-03,9,2.0
1083,Croatia,2020-03-04,10,1.0
1084,Croatia,2020-03-05,10,0.0
1085,Croatia,2020-03-06,11,1.0
1086,Croatia,2020-03-07,12,1.0
1087,Croatia,2020-03-08,12,0.0
1088,Croatia,2020-03-09,12,0.0
1089,Croatia,2020-03-10,14,2.0
1090,Croatia,2020-03-11,19,5.0
1091,Croatia,2020-03-12,19,0.0
1092,Croatia,2020-03-13,32,13.0
1093,Croatia,2020-03-14,38,6.0
1094,Croatia,2020-03-15,49,11.0
1095,Croatia,2020-03-16,57,8.0
1096,Croatia,2020-03-17,65,8.0
1097,Croatia,2020-03-18,81,16.0
1098,Croatia,2020-03-19,105,24.0
1099,Croatia,2020-03-20,128,23.0
1100,Croatia,2020-03-21,206,78.0
1101,Croatia,2020-03-22,254,48.0
1102,Croatia,2020-03-23,315,61.0
1103,Croatia,2020-03-24,382,67.0
1104,Croatia,2020-03-25,442,60.0
1105,Croatia,2020-03-26,495,53.0
1106,Croatia,2020-03-27,586,91.0
1107,Cuba,2020-03-01,0,0.0
1108,Cuba,2020-03-02,0,0.0
1109,Cuba,2020-03-03,0,0.0
1110,Cuba,2020-03-04,0,0.0
1111,Cuba,2020-03-05,0,0.0
1112,Cuba,2020-03-06,0,0.0
1113,Cuba,2020-03-07,0,0.0
1114,Cuba,2020-03-08,0,0.0
1115,Cuba,2020-03-09,0,0.0
1116,Cuba,2020-03-10,0,0.0
1117,Cuba,2020-03-11,0,0.0
1118,Cuba,2020-03-12,3,3.0
1119,Cuba,2020-03-13,4,1.0
1120,Cuba,2020-03-14,4,0.0
1121,Cuba,2020-03-15,4,0.0
1122,Cuba,2020-03-16,4,0.0
1123,Cuba,2020-03-17,5,1.0
1124,Cuba,2020-03-18,7,2.0
1125,Cuba,2020-03-19,11,4.0
1126,Cuba,2020-03-20,16,5.0
1127,Cuba,2020-03-21,21,5.0
1128,Cuba,2020-03-22,35,14.0
1129,Cuba,2020-03-23,40,5.0
1130,Cuba,2020-03-24,48,8.0
1131,Cuba,2020-03-25,57,9.0
1132,Cuba,2020-03-26,67,10.0
1133,Cuba,2020-03-27,80,13.0
1134,Cyprus,2020-03-01,0,0.0
1135,Cyprus,2020-03-02,0,0.0
1136,Cyprus,2020-03-03,0,0.0
1137,Cyprus,2020-03-04,0,0.0
1138,Cyprus,2020-03-05,0,0.0
1139,Cyprus,2020-03-06,0,0.0
1140,Cyprus,2020-03-07,0,0.0
1141,Cyprus,2020-03-08,0,0.0
1142,Cyprus,2020-03-09,2,2.0
1143,Cyprus,2020-03-10,3,1.0
1144,Cyprus,2020-03-11,6,3.0
1145,Cyprus,2020-03-12,6,0.0
1146,Cyprus,2020-03-13,14,8.0
1147,Cyprus,2020-03-14,26,12.0
1148,Cyprus,2020-03-15,26,0.0
1149,Cyprus,2020-03-16,33,7.0
1150,Cyprus,2020-03-17,46,13.0
1151,Cyprus,2020-03-18,49,3.0
1152,Cyprus,2020-03-19,67,18.0
1153,Cyprus,2020-03-20,67,0.0
1154,Cyprus,2020-03-21,84,17.0
1155,Cyprus,2020-03-22,95,11.0
1156,Cyprus,2020-03-23,116,21.0
1157,Cyprus,2020-03-24,124,8.0
1158,Cyprus,2020-03-25,132,8.0
1159,Cyprus,2020-03-26,146,14.0
1160,Cyprus,2020-03-27,162,16.0
1161,Czechia,2020-03-01,3,0.0
1162,Czechia,2020-03-02,3,0.0
1163,Czechia,2020-03-03,5,2.0
1164,Czechia,2020-03-04,8,3.0
1165,Czechia,2020-03-05,12,4.0
1166,Czechia,2020-03-06,18,6.0
1167,Czechia,2020-03-07,19,1.0
1168,Czechia,2020-03-08,31,12.0
1169,Czechia,2020-03-09,31,0.0
1170,Czechia,2020-03-10,41,10.0
1171,Czechia,2020-03-11,91,50.0
1172,Czechia,2020-03-12,94,3.0
1173,Czechia,2020-03-13,141,47.0
1174,Czechia,2020-03-14,189,48.0
1175,Czechia,2020-03-15,253,64.0
1176,Czechia,2020-03-16,298,45.0
1177,Czechia,2020-03-17,396,98.0
1178,Czechia,2020-03-18,464,68.0
1179,Czechia,2020-03-19,694,230.0
1180,Czechia,2020-03-20,833,139.0
1181,Czechia,2020-03-21,995,162.0
1182,Czechia,2020-03-22,1120,125.0
1183,Czechia,2020-03-23,1236,116.0
1184,Czechia,2020-03-24,1394,158.0
1185,Czechia,2020-03-25,1654,260.0
1186,Czechia,2020-03-26,1925,271.0
1187,Czechia,2020-03-27,2279,354.0
1188,Denmark,2020-03-01,4,0.0
1189,Denmark,2020-03-02,4,0.0
1190,Denmark,2020-03-03,6,2.0
1191,Denmark,2020-03-04,11,5.0
1192,Denmark,2020-03-05,11,0.0
1193,Denmark,2020-03-06,24,13.0
1194,Denmark,2020-03-07,24,0.0
1195,Denmark,2020-03-08,37,13.0
1196,Denmark,2020-03-09,92,55.0
1197,Denmark,2020-03-10,264,172.0
1198,Denmark,2020-03-11,444,180.0
1199,Denmark,2020-03-12,617,173.0
1200,Denmark,2020-03-13,804,187.0
1201,Denmark,2020-03-14,836,32.0
1202,Denmark,2020-03-15,875,39.0
1203,Denmark,2020-03-16,933,58.0
1204,Denmark,2020-03-17,1025,92.0
1205,Denmark,2020-03-18,1116,91.0
1206,Denmark,2020-03-19,1225,109.0
1207,Denmark,2020-03-20,1337,112.0
1208,Denmark,2020-03-21,1420,83.0
1209,Denmark,2020-03-22,1514,94.0
1210,Denmark,2020-03-23,1572,58.0
1211,Denmark,2020-03-24,1718,146.0
1212,Denmark,2020-03-25,1862,144.0
1213,Denmark,2020-03-26,2023,161.0
1214,Denmark,2020-03-27,2200,177.0
1215,Diamond Princess,2020-03-01,705,0.0
1216,Diamond Princess,2020-03-02,705,0.0
1217,Diamond Princess,2020-03-03,706,1.0
1218,Diamond Princess,2020-03-04,706,0.0
1219,Diamond Princess,2020-03-05,706,0.0
1220,Diamond Princess,2020-03-06,706,0.0
1221,Diamond Princess,2020-03-07,706,0.0
1222,Diamond Princess,2020-03-08,706,0.0
1223,Diamond Princess,2020-03-09,706,0.0
1224,Diamond Princess,2020-03-10,706,0.0
1225,Diamond Princess,2020-03-11,706,0.0
1226,Diamond Princess,2020-03-12,706,0.0
1227,Diamond Princess,2020-03-13,706,0.0
1228,Diamond Princess,2020-03-14,706,0.0
1229,Diamond Princess,2020-03-15,706,0.0
1230,Diamond Princess,2020-03-16,706,0.0
1231,Diamond Princess,2020-03-17,706,0.0
1232,Diamond Princess,2020-03-18,712,6.0
1233,Diamond Princess,2020-03-19,712,0.0
1234,Diamond Princess,2020-03-20,712,0.0
1235,Diamond Princess,2020-03-21,712,0.0
1236,Diamond Princess,2020-03-22,712,0.0
1237,Diamond Princess,2020-03-23,712,0.0
1238,Diamond Princess,2020-03-24,712,0.0
1239,Diamond Princess,2020-03-25,712,0.0
1240,Diamond Princess,2020-03-26,712,0.0
1241,Diamond Princess,2020-03-27,712,0.0
1242,Djibouti,2020-03-01,0,0.0
1243,Djibouti,2020-03-02,0,0.0
1244,Djibouti,2020-03-03,0,0.0
1245,Djibouti,2020-03-04,0,0.0
1246,Djibouti,2020-03-05,0,0.0
1247,Djibouti,2020-03-06,0,0.0
1248,Djibouti,2020-03-07,0,0.0
1249,Djibouti,2020-03-08,0,0.0
1250,Djibouti,2020-03-09,0,0.0
1251,Djibouti,2020-03-10,0,0.0
1252,Djibouti,2020-03-11,0,0.0
1253,Djibouti,2020-03-12,0,0.0
1254,Djibouti,2020-03-13,0,0.0
1255,Djibouti,2020-03-14,0,0.0
1256,Djibouti,2020-03-15,0,0.0
1257,Djibouti,2020-03-16,0,0.0
1258,Djibouti,2020-03-17,0,0.0
1259,Djibouti,2020-03-18,1,1.0
1260,Djibouti,2020-03-19,1,0.0
1261,Djibouti,2020-03-20,1,0.0
1262,Djibouti,2020-03-21,1,0.0
1263,Djibouti,2020-03-22,1,0.0
1264,Djibouti,2020-03-23,3,2.0
1265,Djibouti,2020-03-24,3,0.0
1266,Djibouti,2020-03-25,11,8.0
1267,Djibouti,2020-03-26,11,0.0
1268,Djibouti,2020-03-27,12,1.0
1269,Dominica,2020-03-01,0,0.0
1270,Dominica,2020-03-02,0,0.0
1271,Dominica,2020-03-03,0,0.0
1272,Dominica,2020-03-04,0,0.0
1273,Dominica,2020-03-05,0,0.0
1274,Dominica,2020-03-06,0,0.0
1275,Dominica,2020-03-07,0,0.0
1276,Dominica,2020-03-08,0,0.0
1277,Dominica,2020-03-09,0,0.0
1278,Dominica,2020-03-10,0,0.0
1279,Dominica,2020-03-11,0,0.0
1280,Dominica,2020-03-12,0,0.0
1281,Dominica,2020-03-13,0,0.0
1282,Dominica,2020-03-14,0,0.0
1283,Dominica,2020-03-15,0,0.0
1284,Dominica,2020-03-16,0,0.0
1285,Dominica,2020-03-17,0,0.0
1286,Dominica,2020-03-18,0,0.0
1287,Dominica,2020-03-19,0,0.0
1288,Dominica,2020-03-20,0,0.0
1289,Dominica,2020-03-21,0,0.0
1290,Dominica,2020-03-22,1,1.0
1291,Dominica,2020-03-23,2,1.0
1292,Dominica,2020-03-24,2,0.0
1293,Dominica,2020-03-25,7,5.0
1294,Dominica,2020-03-26,11,4.0
1295,Dominica,2020-03-27,11,0.0
1296,Dominican Republic,2020-03-01,1,0.0
1297,Dominican Republic,2020-03-02,1,0.0
1298,Dominican Republic,2020-03-03,1,0.0
1299,Dominican Republic,2020-03-04,1,0.0
1300,Dominican Republic,2020-03-05,1,0.0
1301,Dominican Republic,2020-03-06,2,1.0
1302,Dominican Republic,2020-03-07,2,0.0
1303,Dominican Republic,2020-03-08,5,3.0
1304,Dominican Republic,2020-03-09,5,0.0
1305,Dominican Republic,2020-03-10,5,0.0
1306,Dominican Republic,2020-03-11,5,0.0
