,country,date,accumulated_confirmed,increase_of_confirmed
1307,Dominican Republic,2020-03-12,5,0.0
1308,Dominican Republic,2020-03-13,5,0.0
1309,Dominican Republic,2020-03-14,11,6.0
1310,Dominican Republic,2020-03-15,11,0.0
1311,Dominican Republic,2020-03-16,11,0.0
1312,Dominican Republic,2020-03-17,21,10.0
1313,Dominican Republic,2020-03-18,21,0.0
1314,Dominican Republic,2020-03-19,34,13.0
1315,Dominican Republic,2020-03-20,72,38.0
1316,Dominican Republic,2020-03-21,112,40.0
1317,Dominican Republic,2020-03-22,202,90.0
1318,Dominican Republic,2020-03-23,245,43.0
1319,Dominican Republic,2020-03-24,312,67.0
1320,Dominican Republic,2020-03-25,392,80.0
1321,Dominican Republic,2020-03-26,488,96.0
1322,Dominican Republic,2020-03-27,581,93.0
1323,Ecuador,2020-03-01,6,0.0
1324,Ecuador,2020-03-02,6,0.0
1325,Ecuador,2020-03-03,7,1.0
1326,Ecuador,2020-03-04,10,3.0
1327,Ecuador,2020-03-05,13,3.0
1328,Ecuador,2020-03-06,13,0.0
1329,Ecuador,2020-03-07,13,0.0
1330,Ecuador,2020-03-08,14,1.0
1331,Ecuador,2020-03-09,15,1.0
1332,Ecuador,2020-03-10,15,0.0
1333,Ecuador,2020-03-11,17,2.0
1334,Ecuador,2020-03-12,17,0.0
1335,Ecuador,2020-03-13,17,0.0
1336,Ecuador,2020-03-14,28,11.0
1337,Ecuador,2020-03-15,28,0.0
1338,Ecuador,2020-03-16,37,9.0
1339,Ecuador,2020-03-17,58,21.0
1340,Ecuador,2020-03-18,111,53.0
1341,Ecuador,2020-03-19,199,88.0
1342,Ecuador,2020-03-20,367,168.0
1343,Ecuador,2020-03-21,506,139.0
1344,Ecuador,2020-03-22,789,283.0
1345,Ecuador,2020-03-23,981,192.0
1346,Ecuador,2020-03-24,1082,101.0
1347,Ecuador,2020-03-25,1173,91.0
1348,Ecuador,2020-03-26,1403,230.0
1349,Ecuador,2020-03-27,1595,192.0
1350,Egypt,2020-03-01,2,0.0
1351,Egypt,2020-03-02,2,0.0
1352,Egypt,2020-03-03,2,0.0
1353,Egypt,2020-03-04,2,0.0
1354,Egypt,2020-03-05,3,1.0
1355,Egypt,2020-03-06,15,12.0
1356,Egypt,2020-03-07,15,0.0
1357,Egypt,2020-03-08,49,34.0
1358,Egypt,2020-03-09,55,6.0
1359,Egypt,2020-03-10,59,4.0
1360,Egypt,2020-03-11,60,1.0
1361,Egypt,2020-03-12,67,7.0
1362,Egypt,2020-03-13,80,13.0
1363,Egypt,2020-03-14,109,29.0
1364,Egypt,2020-03-15,110,1.0
1365,Egypt,2020-03-16,150,40.0
1366,Egypt,2020-03-17,196,46.0
1367,Egypt,2020-03-18,196,0.0
1368,Egypt,2020-03-19,256,60.0
1369,Egypt,2020-03-20,285,29.0
1370,Egypt,2020-03-21,294,9.0
1371,Egypt,2020-03-22,327,33.0
1372,Egypt,2020-03-23,366,39.0
1373,Egypt,2020-03-24,402,36.0
1374,Egypt,2020-03-25,456,54.0
1375,Egypt,2020-03-26,495,39.0
1376,Egypt,2020-03-27,536,41.0
1377,El Salvador,2020-03-01,0,0.0
1378,El Salvador,2020-03-02,0,0.0
1379,El Salvador,2020-03-03,0,0.0
1380,El Salvador,2020-03-04,0,0.0
1381,El Salvador,2020-03-05,0,0.0
1382,El Salvador,2020-03-06,0,0.0
1383,El Salvador,2020-03-07,0,0.0
1384,El Salvador,2020-03-08,0,0.0
1385,El Salvador,2020-03-09,0,0.0
1386,El Salvador,2020-03-10,0,0.0
1387,El Salvador,2020-03-11,0,0.0
1388,El Salvador,2020-03-12,0,0.0
1389,El Salvador,2020-03-13,0,0.0
1390,El Salvador,2020-03-14,0,0.0
1391,El Salvador,2020-03-15,0,0.0
1392,El Salvador,2020-03-16,0,0.0
1393,El Salvador,2020-03-17,0,0.0
1394,El Salvador,2020-03-18,0,0.0
1395,El Salvador,2020-03-19,1,1.0
1396,El Salvador,2020-03-20,1,0.0
1397,El Salvador,2020-03-21,3,2.0
1398,El Salvador,2020-03-22,3,0.0
1399,El Salvador,2020-03-23,3,0.0
1400,El Salvador,2020-03-24,5,2.0
1401,El Salvador,2020-03-25,9,4.0
1402,El Salvador,2020-03-26,13,4.0
1403,El Salvador,2020-03-27,13,0.0
1404,Equatorial Guinea,2020-03-01,0,0.0
1405,Equatorial Guinea,2020-03-02,0,0.0
1406,Equatorial Guinea,2020-03-03,0,0.0
1407,Equatorial Guinea,2020-03-04,0,0.0
1408,Equatorial Guinea,2020-03-05,0,0.0
1409,Equatorial Guinea,2020-03-06,0,0.0
1410,Equatorial Guinea,2020-03-07,0,0.0
1411,Equatorial Guinea,2020-03-08,0,0.0
1412,Equatorial Guinea,2020-03-09,0,0.0
1413,Equatorial Guinea,2020-03-10,0,0.0
1414,Equatorial Guinea,2020-03-11,0,0.0
1415,Equatorial Guinea,2020-03-12,0,0.0
1416,Equatorial Guinea,2020-03-13,0,0.0
1417,Equatorial Guinea,2020-03-14,0,0.0
1418,Equatorial Guinea,2020-03-15,1,1.0
1419,Equatorial Guinea,2020-03-16,1,0.0
1420,Equatorial Guinea,2020-03-17,1,0.0
1421,Equatorial Guinea,2020-03-18,4,3.0
1422,Equatorial Guinea,2020-03-19,6,2.0
1423,Equatorial Guinea,2020-03-20,6,0.0
1424,Equatorial Guinea,2020-03-21,6,0.0
1425,Equatorial Guinea,2020-03-22,6,0.0
1426,Equatorial Guinea,2020-03-23,9,3.0
1427,Equatorial Guinea,2020-03-24,9,0.0
1428,Equatorial Guinea,2020-03-25,9,0.0
1429,Equatorial Guinea,2020-03-26,12,3.0
1430,Equatorial Guinea,2020-03-27,12,0.0
1431,Eritrea,2020-03-01,0,0.0
1432,Eritrea,2020-03-02,0,0.0
1433,Eritrea,2020-03-03,0,0.0
1434,Eritrea,2020-03-04,0,0.0
1435,Eritrea,2020-03-05,0,0.0
1436,Eritrea,2020-03-06,0,0.0
1437,Eritrea,2020-03-07,0,0.0
1438,Eritrea,2020-03-08,0,0.0
1439,Eritrea,2020-03-09,0,0.0
1440,Eritrea,2020-03-10,0,0.0
1441,Eritrea,2020-03-11,0,0.0
1442,Eritrea,2020-03-12,0,0.0
1443,Eritrea,2020-03-13,0,0.0
1444,Eritrea,2020-03-14,0,0.0
1445,Eritrea,2020-03-15,0,0.0
1446,Eritrea,2020-03-16,0,0.0
1447,Eritrea,2020-03-17,0,0.0
1448,Eritrea,2020-03-18,0,0.0
1449,Eritrea,2020-03-19,0,0.0
1450,Eritrea,2020-03-20,0,0.0
1451,Eritrea,2020-03-21,1,1.0
1452,Eritrea,2020-03-22,1,0.0
1453,Eritrea,2020-03-23,1,0.0
1454,Eritrea,2020-03-24,1,0.0
1455,Eritrea,2020-03-25,4,3.0
1456,Eritrea,2020-03-26,6,2.0
1457,Eritrea,2020-03-27,6,0.0
1458,Estonia,2020-03-01,1,0.0
1459,Estonia,2020-03-02,1,0.0
1460,Estonia,2020-03-03,2,1.0
1461,Estonia,2020-03-04,2,0.0
1462,Estonia,2020-03-05,3,1.0
1463,Estonia,2020-03-06,10,7.0
1464,Estonia,2020-03-07,10,0.0
1465,Estonia,2020-03-08,10,0.0
1466,Estonia,2020-03-09,10,0.0
1467,Estonia,2020-03-10,12,2.0
1468,Estonia,2020-03-11,16,4.0
1469,Estonia,2020-03-12,16,0.0
1470,Estonia,2020-03-13,79,63.0
1471,Estonia,2020-03-14,115,36.0
1472,Estonia,2020-03-15,171,56.0
1473,Estonia,2020-03-16,205,34.0
1474,Estonia,2020-03-17,225,20.0
1475,Estonia,2020-03-18,258,33.0
1476,Estonia,2020-03-19,267,9.0
1477,Estonia,2020-03-20,283,16.0
1478,Estonia,2020-03-21,306,23.0
1479,Estonia,2020-03-22,326,20.0
1480,Estonia,2020-03-23,352,26.0
1481,Estonia,2020-03-24,369,17.0
1482,Estonia,2020-03-25,404,35.0
1483,Estonia,2020-03-26,538,134.0
1484,Estonia,2020-03-27,575,37.0
1485,Eswatini,2020-03-01,0,0.0
1486,Eswatini,2020-03-02,0,0.0
1487,Eswatini,2020-03-03,0,0.0
1488,Eswatini,2020-03-04,0,0.0
1489,Eswatini,2020-03-05,0,0.0
1490,Eswatini,2020-03-06,0,0.0
1491,Eswatini,2020-03-07,0,0.0
1492,Eswatini,2020-03-08,0,0.0
1493,Eswatini,2020-03-09,0,0.0
1494,Eswatini,2020-03-10,0,0.0
1495,Eswatini,2020-03-11,0,0.0
1496,Eswatini,2020-03-12,0,0.0
1497,Eswatini,2020-03-13,0,0.0
1498,Eswatini,2020-03-14,1,1.0
1499,Eswatini,2020-03-15,1,0.0
1500,Eswatini,2020-03-16,1,0.0
1501,Eswatini,2020-03-17,1,0.0
1502,Eswatini,2020-03-18,1,0.0
1503,Eswatini,2020-03-19,1,0.0
1504,Eswatini,2020-03-20,1,0.0
1505,Eswatini,2020-03-21,1,0.0
1506,Eswatini,2020-03-22,4,3.0
1507,Eswatini,2020-03-23,4,0.0
1508,Eswatini,2020-03-24,4,0.0
1509,Eswatini,2020-03-25,4,0.0
1510,Eswatini,2020-03-26,6,2.0
1511,Eswatini,2020-03-27,9,3.0
1512,Ethiopia,2020-03-01,0,0.0
1513,Ethiopia,2020-03-02,0,0.0
1514,Ethiopia,2020-03-03,0,0.0
1515,Ethiopia,2020-03-04,0,0.0
1516,Ethiopia,2020-03-05,0,0.0
1517,Ethiopia,2020-03-06,0,0.0
1518,Ethiopia,2020-03-07,0,0.0
1519,Ethiopia,2020-03-08,0,0.0
1520,Ethiopia,2020-03-09,0,0.0
1521,Ethiopia,2020-03-10,0,0.0
1522,Ethiopia,2020-03-11,0,0.0
1523,Ethiopia,2020-03-12,0,0.0
1524,Ethiopia,2020-03-13,1,1.0
1525,Ethiopia,2020-03-14,1,0.0
1526,Ethiopia,2020-03-15,1,0.0
1527,Ethiopia,2020-03-16,5,4.0
1528,Ethiopia,2020-03-17,5,0.0
1529,Ethiopia,2020-03-18,6,1.0
1530,Ethiopia,2020-03-19,6,0.0
1531,Ethiopia,2020-03-20,9,3.0
1532,Ethiopia,2020-03-21,9,0.0
1533,Ethiopia,2020-03-22,11,2.0
1534,Ethiopia,2020-03-23,11,0.0
1535,Ethiopia,2020-03-24,12,1.0
1536,Ethiopia,2020-03-25,12,0.0
1537,Ethiopia,2020-03-26,12,0.0
1538,Ethiopia,2020-03-27,16,4.0
1539,Fiji,2020-03-01,0,0.0
1540,Fiji,2020-03-02,0,0.0
1541,Fiji,2020-03-03,0,0.0
1542,Fiji,2020-03-04,0,0.0
1543,Fiji,2020-03-05,0,0.0
1544,Fiji,2020-03-06,0,0.0
1545,Fiji,2020-03-07,0,0.0
1546,Fiji,2020-03-08,0,0.0
1547,Fiji,2020-03-09,0,0.0
1548,Fiji,2020-03-10,0,0.0
1549,Fiji,2020-03-11,0,0.0
1550,Fiji,2020-03-12,0,0.0
1551,Fiji,2020-03-13,0,0.0
1552,Fiji,2020-03-14,0,0.0
1553,Fiji,2020-03-15,0,0.0
1554,Fiji,2020-03-16,0,0.0
1555,Fiji,2020-03-17,0,0.0
1556,Fiji,2020-03-18,0,0.0
1557,Fiji,2020-03-19,1,1.0
1558,Fiji,2020-03-20,1,0.0
1559,Fiji,2020-03-21,1,0.0
1560,Fiji,2020-03-22,2,1.0
1561,Fiji,2020-03-23,3,1.0
1562,Fiji,2020-03-24,4,1.0
1563,Fiji,2020-03-25,5,1.0
1564,Fiji,2020-03-26,5,0.0
1565,Fiji,2020-03-27,5,0.0
1566,Finland,2020-03-01,6,0.0
1567,Finland,2020-03-02,6,0.0
1568,Finland,2020-03-03,6,0.0
1569,Finland,2020-03-04,6,0.0
1570,Finland,2020-03-05,12,6.0
1571,Finland,2020-03-06,15,3.0
1572,Finland,2020-03-07,15,0.0
1573,Finland,2020-03-08,23,8.0
1574,Finland,2020-03-09,30,7.0
1575,Finland,2020-03-10,40,10.0
1576,Finland,2020-03-11,59,19.0
1577,Finland,2020-03-12,59,0.0
1578,Finland,2020-03-13,155,96.0
1579,Finland,2020-03-14,225,70.0
1580,Finland,2020-03-15,244,19.0
1581,Finland,2020-03-16,277,33.0
1582,Finland,2020-03-17,321,44.0
1583,Finland,2020-03-18,336,15.0
1584,Finland,2020-03-19,400,64.0
1585,Finland,2020-03-20,450,50.0
1586,Finland,2020-03-21,523,73.0
1587,Finland,2020-03-22,626,103.0
1588,Finland,2020-03-23,700,74.0
1589,Finland,2020-03-24,792,92.0
1590,Finland,2020-03-25,880,88.0
1591,Finland,2020-03-26,958,78.0
1592,Finland,2020-03-27,1041,83.0
1593,France,2020-03-01,130,0.0
1594,France,2020-03-02,191,61.0
1595,France,2020-03-03,204,13.0
1596,France,2020-03-04,288,84.0
1597,France,2020-03-05,380,92.0
1598,France,2020-03-06,656,276.0
1599,France,2020-03-07,959,303.0
1600,France,2020-03-08,1136,177.0
1601,France,2020-03-09,1219,83.0
1602,France,2020-03-10,1794,575.0
1603,France,2020-03-11,2293,499.0
1604,France,2020-03-12,2293,0.0
1605,France,2020-03-13,3681,1388.0
1606,France,2020-03-14,4496,815.0
1607,France,2020-03-15,4532,36.0
1608,France,2020-03-16,6683,2151.0
1609,France,2020-03-17,7715,1032.0
1610,France,2020-03-18,9124,1409.0
1611,France,2020-03-19,10970,1846.0
1612,France,2020-03-20,12758,1788.0
1613,France,2020-03-21,14463,1705.0
1614,France,2020-03-22,16243,1780.0
1615,France,2020-03-23,20123,3880.0
1616,France,2020-03-24,22622,2499.0
1617,France,2020-03-25,25600,2978.0
1618,France,2020-03-26,29551,3951.0
1619,France,2020-03-27,33402,3851.0
1620,Gabon,2020-03-01,0,0.0
1621,Gabon,2020-03-02,0,0.0
1622,Gabon,2020-03-03,0,0.0
1623,Gabon,2020-03-04,0,0.0
1624,Gabon,2020-03-05,0,0.0
1625,Gabon,2020-03-06,0,0.0
1626,Gabon,2020-03-07,0,0.0
1627,Gabon,2020-03-08,0,0.0
1628,Gabon,2020-03-09,0,0.0
1629,Gabon,2020-03-10,0,0.0
1630,Gabon,2020-03-11,0,0.0
1631,Gabon,2020-03-12,0,0.0
1632,Gabon,2020-03-13,0,0.0
1633,Gabon,2020-03-14,1,1.0
1634,Gabon,2020-03-15,1,0.0
1635,Gabon,2020-03-16,1,0.0
1636,Gabon,2020-03-17,1,0.0
1637,Gabon,2020-03-18,1,0.0
1638,Gabon,2020-03-19,1,0.0
1639,Gabon,2020-03-20,3,2.0
1640,Gabon,2020-03-21,4,1.0
1641,Gabon,2020-03-22,5,1.0
1642,Gabon,2020-03-23,5,0.0
1643,Gabon,2020-03-24,6,1.0
1644,Gabon,2020-03-25,6,0.0
1645,Gabon,2020-03-26,7,1.0
1646,Gabon,2020-03-27,7,0.0
1647,Gambia,2020-03-01,0,0.0
1648,Gambia,2020-03-02,0,0.0
1649,Gambia,2020-03-03,0,0.0
1650,Gambia,2020-03-04,0,0.0
1651,Gambia,2020-03-05,0,0.0
1652,Gambia,2020-03-06,0,0.0
1653,Gambia,2020-03-07,0,0.0
1654,Gambia,2020-03-08,0,0.0
1655,Gambia,2020-03-09,0,0.0
1656,Gambia,2020-03-10,0,0.0
1657,Gambia,2020-03-11,0,0.0
1658,Gambia,2020-03-12,0,0.0
1659,Gambia,2020-03-13,0,0.0
1660,Gambia,2020-03-14,0,0.0
1661,Gambia,2020-03-15,0,0.0
1662,Gambia,2020-03-16,0,0.0
1663,Gambia,2020-03-17,1,1.0
1664,Gambia,2020-03-18,1,0.0
1665,Gambia,2020-03-19,1,0.0
1666,Gambia,2020-03-20,1,0.0
1667,Gambia,2020-03-21,1,0.0
1668,Gambia,2020-03-22,1,0.0
1669,Gambia,2020-03-23,2,1.0
1670,Gambia,2020-03-24,3,1.0
1671,Gambia,2020-03-25,3,0.0
1672,Gambia,2020-03-26,3,0.0
1673,Gambia,2020-03-27,3,0.0
1674,Georgia,2020-03-01,3,0.0
1675,Georgia,2020-03-02,3,0.0
1676,Georgia,2020-03-03,3,0.0
1677,Georgia,2020-03-04,3,0.0
1678,Georgia,2020-03-05,4,1.0
1679,Georgia,2020-03-06,4,0.0
1680,Georgia,2020-03-07,4,0.0
1681,Georgia,2020-03-08,13,9.0
1682,Georgia,2020-03-09,15,2.0
1683,Georgia,2020-03-10,15,0.0
1684,Georgia,2020-03-11,24,9.0
1685,Georgia,2020-03-12,24,0.0
1686,Georgia,2020-03-13,25,1.0
1687,Georgia,2020-03-14,30,5.0
1688,Georgia,2020-03-15,33,3.0
1689,Georgia,2020-03-16,33,0.0
1690,Georgia,2020-03-17,34,1.0
1691,Georgia,2020-03-18,38,4.0
1692,Georgia,2020-03-19,40,2.0
1693,Georgia,2020-03-20,43,3.0
1694,Georgia,2020-03-21,49,6.0
1695,Georgia,2020-03-22,54,5.0
1696,Georgia,2020-03-23,61,7.0
1697,Georgia,2020-03-24,70,9.0
1698,Georgia,2020-03-25,75,5.0
1699,Georgia,2020-03-26,79,4.0
1700,Georgia,2020-03-27,83,4.0
1701,Germany,2020-03-01,130,0.0
1702,Germany,2020-03-02,159,29.0
1703,Germany,2020-03-03,196,37.0
1704,Germany,2020-03-04,262,66.0
1705,Germany,2020-03-05,482,220.0
1706,Germany,2020-03-06,670,188.0
1707,Germany,2020-03-07,799,129.0
1708,Germany,2020-03-08,1040,241.0
1709,Germany,2020-03-09,1176,136.0
1710,Germany,2020-03-10,1457,281.0
1711,Germany,2020-03-11,1908,451.0
1712,Germany,2020-03-12,2078,170.0
1713,Germany,2020-03-13,3675,1597.0
1714,Germany,2020-03-14,4585,910.0
1715,Germany,2020-03-15,5795,1210.0
1716,Germany,2020-03-16,7272,1477.0
1717,Germany,2020-03-17,9257,1985.0
1718,Germany,2020-03-18,12327,3070.0
1719,Germany,2020-03-19,15320,2993.0
1720,Germany,2020-03-20,19848,4528.0
1721,Germany,2020-03-21,22213,2365.0
1722,Germany,2020-03-22,24873,2660.0
1723,Germany,2020-03-23,29056,4183.0
1724,Germany,2020-03-24,32986,3930.0
1725,Germany,2020-03-25,37323,4337.0
1726,Germany,2020-03-26,43938,6615.0
1727,Germany,2020-03-27,50871,6933.0
1728,Ghana,2020-03-01,0,0.0
1729,Ghana,2020-03-02,0,0.0
1730,Ghana,2020-03-03,0,0.0
1731,Ghana,2020-03-04,0,0.0
1732,Ghana,2020-03-05,0,0.0
1733,Ghana,2020-03-06,0,0.0
1734,Ghana,2020-03-07,0,0.0
1735,Ghana,2020-03-08,0,0.0
1736,Ghana,2020-03-09,0,0.0
1737,Ghana,2020-03-10,0,0.0
1738,Ghana,2020-03-11,0,0.0
1739,Ghana,2020-03-12,0,0.0
1740,Ghana,2020-03-13,0,0.0
1741,Ghana,2020-03-14,3,3.0
1742,Ghana,2020-03-15,6,3.0
1743,Ghana,2020-03-16,6,0.0
1744,Ghana,2020-03-17,7,1.0
1745,Ghana,2020-03-18,7,0.0
1746,Ghana,2020-03-19,11,4.0
1747,Ghana,2020-03-20,16,5.0
1748,Ghana,2020-03-21,19,3.0
1749,Ghana,2020-03-22,23,4.0
1750,Ghana,2020-03-23,27,4.0
1751,Ghana,2020-03-24,53,26.0
1752,Ghana,2020-03-25,93,40.0
1753,Ghana,2020-03-26,132,39.0
1754,Ghana,2020-03-27,137,5.0
1755,Greece,2020-03-01,7,0.0
1756,Greece,2020-03-02,7,0.0
1757,Greece,2020-03-03,7,0.0
1758,Greece,2020-03-04,9,2.0
1759,Greece,2020-03-05,31,22.0
1760,Greece,2020-03-06,45,14.0
1761,Greece,2020-03-07,46,1.0
1762,Greece,2020-03-08,73,27.0
1763,Greece,2020-03-09,73,0.0
1764,Greece,2020-03-10,89,16.0
1765,Greece,2020-03-11,99,10.0
1766,Greece,2020-03-12,99,0.0
1767,Greece,2020-03-13,190,91.0
1768,Greece,2020-03-14,228,38.0
1769,Greece,2020-03-15,331,103.0
1770,Greece,2020-03-16,331,0.0
1771,Greece,2020-03-17,387,56.0
1772,Greece,2020-03-18,418,31.0
1773,Greece,2020-03-19,418,0.0
1774,Greece,2020-03-20,495,77.0
1775,Greece,2020-03-21,530,35.0
1776,Greece,2020-03-22,624,94.0
1777,Greece,2020-03-23,695,71.0
1778,Greece,2020-03-24,743,48.0
1779,Greece,2020-03-25,821,78.0
1780,Greece,2020-03-26,892,71.0
1781,Greece,2020-03-27,966,74.0
1782,Grenada,2020-03-01,0,0.0
1783,Grenada,2020-03-02,0,0.0
1784,Grenada,2020-03-03,0,0.0
1785,Grenada,2020-03-04,0,0.0
1786,Grenada,2020-03-05,0,0.0
1787,Grenada,2020-03-06,0,0.0
1788,Grenada,2020-03-07,0,0.0
1789,Grenada,2020-03-08,0,0.0
1790,Grenada,2020-03-09,0,0.0
1791,Grenada,2020-03-10,0,0.0
1792,Grenada,2020-03-11,0,0.0
1793,Grenada,2020-03-12,0,0.0
1794,Grenada,2020-03-13,0,0.0
1795,Grenada,2020-03-14,0,0.0
1796,Grenada,2020-03-15,0,0.0
1797,Grenada,2020-03-16,0,0.0
1798,Grenada,2020-03-17,0,0.0
1799,Grenada,2020-03-18,0,0.0
1800,Grenada,2020-03-19,0,0.0
1801,Grenada,2020-03-20,0,0.0
1802,Grenada,2020-03-21,0,0.0
1803,Grenada,2020-03-22,1,1.0
1804,Grenada,2020-03-23,1,0.0
1805,Grenada,2020-03-24,1,0.0
1806,Grenada,2020-03-25,1,0.0
1807,Grenada,2020-03-26,7,6.0
1808,Grenada,2020-03-27,7,0.0
1809,Guatemala,2020-03-01,0,0.0
1810,Guatemala,2020-03-02,0,0.0
1811,Guatemala,2020-03-03,0,0.0
1812,Guatemala,2020-03-04,0,0.0
1813,Guatemala,2020-03-05,0,0.0
1814,Guatemala,2020-03-06,0,0.0
1815,Guatemala,2020-03-07,0,0.0
1816,Guatemala,2020-03-08,0,0.0
1817,Guatemala,2020-03-09,0,0.0
1818,Guatemala,2020-03-10,0,0.0
1819,Guatemala,2020-03-11,0,0.0
1820,Guatemala,2020-03-12,0,0.0
1821,Guatemala,2020-03-13,0,0.0
1822,Guatemala,2020-03-14,1,1.0
1823,Guatemala,2020-03-15,1,0.0
1824,Guatemala,2020-03-16,2,1.0
1825,Guatemala,2020-03-17,6,4.0
1826,Guatemala,2020-03-18,6,0.0
1827,Guatemala,2020-03-19,9,3.0
1828,Guatemala,2020-03-20,12,3.0
1829,Guatemala,2020-03-21,17,5.0
1830,Guatemala,2020-03-22,19,2.0
1831,Guatemala,2020-03-23,20,1.0
1832,Guatemala,2020-03-24,21,1.0
1833,Guatemala,2020-03-25,24,3.0
1834,Guatemala,2020-03-26,25,1.0
1835,Guatemala,2020-03-27,28,3.0
1836,Guinea,2020-03-01,0,0.0
1837,Guinea,2020-03-02,0,0.0
1838,Guinea,2020-03-03,0,0.0
1839,Guinea,2020-03-04,0,0.0
1840,Guinea,2020-03-05,0,0.0
1841,Guinea,2020-03-06,0,0.0
1842,Guinea,2020-03-07,0,0.0
1843,Guinea,2020-03-08,0,0.0
1844,Guinea,2020-03-09,0,0.0
1845,Guinea,2020-03-10,0,0.0
1846,Guinea,2020-03-11,0,0.0
1847,Guinea,2020-03-12,0,0.0
1848,Guinea,2020-03-13,1,1.0
1849,Guinea,2020-03-14,1,0.0
1850,Guinea,2020-03-15,1,0.0
1851,Guinea,2020-03-16,1,0.0
1852,Guinea,2020-03-17,1,0.0
1853,Guinea,2020-03-18,1,0.0
1854,Guinea,2020-03-19,1,0.0
1855,Guinea,2020-03-20,1,0.0
1856,Guinea,2020-03-21,2,1.0
1857,Guinea,2020-03-22,2,0.0
1858,Guinea,2020-03-23,4,2.0
1859,Guinea,2020-03-24,4,0.0
1860,Guinea,2020-03-25,4,0.0
1861,Guinea,2020-03-26,4,0.0
1862,Guinea,2020-03-27,8,4.0
1863,Guinea-Bissau,2020-03-01,0,0.0
1864,Guinea-Bissau,2020-03-02,0,0.0
1865,Guinea-Bissau,2020-03-03,0,0.0
1866,Guinea-Bissau,2020-03-04,0,0.0
1867,Guinea-Bissau,2020-03-05,0,0.0
1868,Guinea-Bissau,2020-03-06,0,0.0
1869,Guinea-Bissau,2020-03-07,0,0.0
1870,Guinea-Bissau,2020-03-08,0,0.0
1871,Guinea-Bissau,2020-03-09,0,0.0
1872,Guinea-Bissau,2020-03-10,0,0.0
1873,Guinea-Bissau,2020-03-11,0,0.0
1874,Guinea-Bissau,2020-03-12,0,0.0
1875,Guinea-Bissau,2020-03-13,0,0.0
1876,Guinea-Bissau,2020-03-14,0,0.0
1877,Guinea-Bissau,2020-03-15,0,0.0
1878,Guinea-Bissau,2020-03-16,0,0.0
1879,Guinea-Bissau,2020-03-17,0,0.0
1880,Guinea-Bissau,2020-03-18,0,0.0
1881,Guinea-Bissau,2020-03-19,0,0.0
1882,Guinea-Bissau,2020-03-20,0,0.0
1883,Guinea-Bissau,2020-03-21,0,0.0
1884,Guinea-Bissau,2020-03-22,0,0.0
1885,Guinea-Bissau,2020-03-23,0,0.0
1886,Guinea-Bissau,2020-03-24,0,0.0
1887,Guinea-Bissau,2020-03-25,2,2.0
1888,Guinea-Bissau,2020-03-26,2,0.0
1889,Guinea-Bissau,2020-03-27,2,0.0
1890,Guyana,2020-03-01,0,0.0
1891,Guyana,2020-03-02,0,0.0
1892,Guyana,2020-03-03,0,0.0
1893,Guyana,2020-03-04,0,0.0
1894,Guyana,2020-03-05,0,0.0
1895,Guyana,2020-03-06,0,0.0
1896,Guyana,2020-03-07,0,0.0
1897,Guyana,2020-03-08,0,0.0
1898,Guyana,2020-03-09,0,0.0
1899,Guyana,2020-03-10,0,0.0
1900,Guyana,2020-03-11,0,0.0
1901,Guyana,2020-03-12,1,1.0
1902,Guyana,2020-03-13,1,0.0
1903,Guyana,2020-03-14,1,0.0
1904,Guyana,2020-03-15,4,3.0
1905,Guyana,2020-03-16,4,0.0
1906,Guyana,2020-03-17,7,3.0
1907,Guyana,2020-03-18,7,0.0
1908,Guyana,2020-03-19,7,0.0
1909,Guyana,2020-03-20,7,0.0
1910,Guyana,2020-03-21,7,0.0
1911,Guyana,2020-03-22,19,12.0
1912,Guyana,2020-03-23,20,1.0
1913,Guyana,2020-03-24,5,-15.0
1914,Guyana,2020-03-25,5,0.0
1915,Guyana,2020-03-26,5,0.0
1916,Guyana,2020-03-27,5,0.0
1917,Haiti,2020-03-01,0,0.0
1918,Haiti,2020-03-02,0,0.0
1919,Haiti,2020-03-03,0,0.0
1920,Haiti,2020-03-04,0,0.0
1921,Haiti,2020-03-05,0,0.0
1922,Haiti,2020-03-06,0,0.0
1923,Haiti,2020-03-07,0,0.0
1924,Haiti,2020-03-08,0,0.0
1925,Haiti,2020-03-09,0,0.0
1926,Haiti,2020-03-10,0,0.0
1927,Haiti,2020-03-11,0,0.0
1928,Haiti,2020-03-12,0,0.0
1929,Haiti,2020-03-13,0,0.0
1930,Haiti,2020-03-14,0,0.0
1931,Haiti,2020-03-15,0,0.0
1932,Haiti,2020-03-16,0,0.0
1933,Haiti,2020-03-17,0,0.0
1934,Haiti,2020-03-18,0,0.0
1935,Haiti,2020-03-19,0,0.0
1936,Haiti,2020-03-20,2,2.0
1937,Haiti,2020-03-21,2,0.0
1938,Haiti,2020-03-22,2,0.0
1939,Haiti,2020-03-23,6,4.0
1940,Haiti,2020-03-24,7,1.0
1941,Haiti,2020-03-25,8,1.0
1942,Haiti,2020-03-26,8,0.0
1943,Haiti,2020-03-27,8,0.0
1944,Holy See,2020-03-01,0,0.0
1945,Holy See,2020-03-02,0,0.0
1946,Holy See,2020-03-03,0,0.0
1947,Holy See,2020-03-04,0,0.0
1948,Holy See,2020-03-05,0,0.0
1949,Holy See,2020-03-06,1,1.0
1950,Holy See,2020-03-07,1,0.0
1951,Holy See,2020-03-08,1,0.0
